Ano,Indice_CPI
1386,0.14921572744022926
1387,0.13912622763719107
1388,0.12910298246293914
1389,0.12044239974244988
1390,0.15366452315695314
1391,0.18015948938131168
1392,0.14611907952134853
1393,0.12653135831837595
1394,0.13048007719443347
1395,0.1345082831328062
1396,0.13547398564501292
1397,0.15914274695216613
1398,0.15569256094919495
1399,0.14840612435504033
1400,0.1524162274151545
1401,0.1630090057341781
1402,0.18336866913857222
1403,0.16184207342759502
1404,0.14324291778050616
1405,0.14074758200885026
1406,0.13139147685109406
1407,0.14108288788700912
1408,0.15445441794177842
1409,0.16713717041805712
1410,0.18163377261020686
1411,0.15651925777062697
1412,0.14481023174492944
1413,0.14559332302900826
1414,0.14129926175269616
1415,0.14300063080056769
1416,0.16073643594761844
1417,0.17510886791731914
1418,0.15222711840164344
1419,0.16037903752371616
1420,0.14201876754397003
1421,0.1533581645362029
1422,0.145884992729083
1423,0.135079400579518
1424,0.13626068346555642
1425,0.14695864753264776
1426,0.14114591525982575
1427,0.13498987592991585
1428,0.13714337117429998
1429,0.17133379931095263
1430,0.1701729657976129
1431,0.15185231095369217
1432,0.13464357054087106
1433,0.16338323982858102
1434,0.1480239769339829
1435,0.1410346175218726
1436,0.15067162596833783
1437,0.14735200760238984
1438,0.1928374645000506
1439,0.20264704421438703
1440,0.1687095155813355
1441,0.12757275417590005
1442,0.13248463038715266
1443,0.1346580934664286
1444,0.1329652771390165
1445,0.1265672270999014
1446,0.14571516805657989
1447,0.15086159087124626
1448,0.1388591380969567
1449,0.14423737200719633
1450,0.14092543899982488
1451,0.1463249206875069
1452,0.14876001796285446
1453,0.1448839054582897
1454,0.13901074752483858
1455,0.13130297716956768
1456,0.13893224705245866
1457,0.1409355323698942
1458,0.14984152962453565
1459,0.14775134970055986
1460,0.14605601551759295
1461,0.16417858225486767
1462,0.16504748282460413
1463,0.1313959051931065
1464,0.12231203141772834
1465,0.13526993446066124
1466,0.1382462925998268
1467,0.14532083640965446
1468,0.15191316833842677
1469,0.14954515297728607
1470,0.15349986295676712
1471,0.15416922974347128
1472,0.14901727407821178
1473,0.13488324165848775
1474,0.13451199737964678
1475,0.1351418314919345
1476,0.14262374530996294
1477,0.1441021401538831
1478,0.15549484289959642
1479,0.15671801968892599
1480,0.1454936650266362
1481,0.1469883742505357
1482,0.16712503578932147
1483,0.18727860160831009
1484,0.1667841331131269
1485,0.14656725813308544
1486,0.14569769348369196
1487,0.15201166555669252
1488,0.14804663130348406
1489,0.15103930846642208
1490,0.14911007093950732
1491,0.15817537126831274
1492,0.15349206121983777
1493,0.14185381878249106
1494,0.1417240480911308
1495,0.13816467508030475
1496,0.1267001261081244
1497,0.1534730409286381
1498,0.1434441316165641
1499,0.1464841137586463
1500,0.13789566321929422
1501,0.16275958864715825
1502,0.16909266180987373
1503,0.15751727054654546
1504,0.16072998789159837
1505,0.1485545914772604
1506,0.14391246487338963
1507,0.14955447398490876
1508,0.14881968941360857
1509,0.12495012115804838
1510,0.12976290170019988
1511,0.1334870845977665
1512,0.1516437131089991
1513,0.17893222008644116
1514,0.15492439537069183
1515,0.15502506098060012
1516,0.16700459839661666
1517,0.14549259147488075
1518,0.1624613377766192
1519,0.16282133561387538
1520,0.18455399809514303
1521,0.1969803715951516
1522,0.17617980242962775
1523,0.17535292801639088
1524,0.16901430245287388
1525,0.15384833127380942
1526,0.15090139436446703
1527,0.17033659674355947
1528,0.23892792451863173
1529,0.19270017577074824
1530,0.19286163663949724
1531,0.19608239646842232
1532,0.19942803460191755
1533,0.19604180233164964
1534,0.17287370137407637
1535,0.19555836690636877
1536,0.2032113736751556
1537,0.20580147189298764
1538,0.18071741053359566
1539,0.17291204919653488
1540,0.18142413718569395
1541,0.19740662222945718
1542,0.19112407989649186
1543,0.20669391499677503
1544,0.22082514145468646
1545,0.25086385386131443
1546,0.2708844849437893
1547,0.20059155522742625
1548,0.19765607044202438
1549,0.2471982260956517
1550,0.3140754073773014
1551,0.34705483516163327
1552,0.3078708223572337
1553,0.27814808624876697
1554,0.2738968671007957
1555,0.32731487989857433
1556,0.39821998158780114
1557,0.42595496065040594
1558,0.29311368221446077
1559,0.31487564753815916
1560,0.3281148699929056
1561,0.3597206791766435
1562,0.35896502705979055
1563,0.3728849539879673
1564,0.38712106981933253
1565,0.32975912559687376
1566,0.3410883879689718
1567,0.31659531711155237
1568,0.3183882431093968
1569,0.34555309878140417
1570,0.3388121664526331
1571,0.32600020745445774
1572,0.35922839676840623
1573,0.3776577718091042
1574,0.4404742290052672
1575,0.38311180119877064
1576,0.39006699242181336
1577,0.4231686791765391
1578,0.3919860457632388
1579,0.3925768597874366
1580,0.3677972426090615
1581,0.4231127230282729
1582,0.4199967591135539
1583,0.39956799405314175
1584,0.3985606847733794
1585,0.42426849200927325
1586,0.5033378073341956
1587,0.5028508657110476
1588,0.4193161373110951
1589,0.43688172834997696
1590,0.4926378821101761
1591,0.4866507673819744
1592,0.4364955304377508
1593,0.457865303283823
1594,0.5279846065331348
1595,0.5899190423470856
1596,0.6251522697073593
1597,0.7180753763234794
1598,0.6506370353521379
1599,0.5307750386106506
1600,0.5500767238882522
1601,0.5540732297961826
1602,0.5353576210492229
1603,0.5079175025865938
1604,0.517428501228224
1605,0.552560840737803
1606,0.5574276188279903
1607,0.5693779996633616
1608,0.6607744795711723
1609,0.6718058673285544
1610,0.5938713469454192
1611,0.6116389556109009
1612,0.6430754140857625
1613,0.6791508868044016
1614,0.6693553177006805
1615,0.649695979992661
1616,0.6601069774120307
1617,0.6731127725461161
1618,0.6721684557293978
1619,0.6210337131824583
1620,0.5827374762475419
1621,0.6177958220580475
1622,0.7037019574689698
1623,0.6849313893375778
1624,0.6593492459221862
1625,0.6845039187230207
1626,0.6843412072877556
1627,0.6280110364594178
1628,0.6211694916536336
1629,0.6477420721285682
1630,0.7578211170875585
1631,0.817718799549349
1632,0.7492313925791253
1633,0.7355249740355856
1634,0.7463602726432347
1635,0.7502087456121482
1636,0.7694285333952228
1637,0.7783831271308563
1638,0.8089163872150115
1639,0.7312855477480735
1640,0.6862397404540688
1641,0.7479913910959758
1642,0.7091619319803871
1643,0.7250189582157109
1644,0.7113517612387912
1645,0.7242779098071159
1646,0.7592631390932243
1647,0.8911817868331937
1648,0.9776746518258537
1649,0.9559901881436588
1650,0.923690762509861
1651,0.8929907560023981
1652,0.8034398258717275
1653,0.7407446980198911
1654,0.645570764877689
1655,0.6247721215848947
1656,0.7224015659028342
1657,0.7614930127971907
1658,0.8285092051278248
1659,0.8861762054161946
1660,0.8345504740210948
1661,0.8957845557308087
1662,0.9286573834640494
1663,0.912220969597429
1664,0.862911727997568
1665,0.862911727997568
1666,0.8300389002643275
1667,0.7889478655977765
1668,0.7889478655977765
1669,0.7560750378645358
1670,0.764293244797846
1671,0.7560750378645359
1672,0.7314204170646053
1673,0.7232022101312952
1674,0.7725114517311562
1675,0.8300389002643275
1676,0.7889478655977765
1677,0.7314204170646053
1678,0.7396386239979155
1679,0.7807296586644664
1680,0.7642932447978461
1681,0.7396386239979156
1682,0.7396386239979156
1683,0.7232022101312954
1684,0.7314204170646056
1685,0.7478568309312259
1686,0.756075037864536
1687,0.6656747615981242
1688,0.6656747615981243
1689,0.6574565546648141
1690,0.6738929685314345
1691,0.6821111754647448
1692,0.6738929685314345
1693,0.7067657962646753
1694,0.7807296586644669
1695,0.7807296586644669
1696,0.8150844581397798
1697,0.8218206933310177
1698,0.8622381044784448
1699,0.8891830452433962
1700,0.7746670469923528
1701,0.673623519123785
1702,0.6668872839325473
1703,0.633206107976358
1704,0.6601510487413095
1705,0.5995249320201688
1706,0.6803597543150229
1707,0.5927886968289309
1708,0.6197336375938822
1709,0.7207771654624499
1710,0.8218206933310176
1711,0.9093917508171097
1712,0.6803597543150228
1713,0.6534148135500715
1714,0.6938322246974985
1715,0.7005684598887364
1716,0.6668872839325471
1717,0.6399423431675958
1718,0.6264698727851201
1719,0.6534148135500716
1720,0.6870959895062608
1721,0.6736235191237852
1722,0.6197336375938823
1723,0.5995249320201688
1724,0.633206107976358
1725,0.6534148135500716
1726,0.6870959895062608
1727,0.6466785783588338
1728,0.6668872839325475
1729,0.7005684598887367
1730,0.639942343167596
1731,0.592788696828931
1732,0.5995249320201688
1733,0.5725799912552174
1734,0.592788696828931
1735,0.5995249320201689
1736,0.5860524616376932
1737,0.6264698727851203
1738,0.6129974024026447
1739,0.599524932020169
1740,0.6736235191237854
1741,0.7275134006536882
1742,0.6668872839325475
1743,0.6332061079763582
1744,0.5658437560639797
1745,0.5725799912552175
1746,0.6264698727851203
1747,0.6062611672114068
1748,0.6332061079763581
1749,0.6466785783588338
1750,0.6399423431675959
1751,0.6567829311456905
1752,0.6988844010909272
1753,0.6904641071018799
1754,0.6820438131128326
1755,0.6483626371566433
1756,0.6988844010909272
1757,0.8925511628390155
1758,0.8420293989047315
1759,0.7325655770471163
1760,0.6736235191237852
1761,0.6652032251347378
1762,0.6904641071018798
1763,0.7073046950799744
1764,0.7746670469923529
1765,0.8167685169375896
1766,0.8167685169375896
1767,0.9430729267732993
1768,0.9178120448061574
1769,0.7915076349704476
1770,0.8251888109266369
1771,0.8744137399949287
1772,0.9164786793805598
1773,0.92005867422189
1774,0.9066336935669013
1775,0.8985787051739081
1776,0.8412987877126232
1777,0.8779937348362588
1778,0.8914187154912474
1779,0.845773781264286
1780,0.8547237683676118
1781,0.9388536471388742
1782,0.9451186381112022
1783,0.9478036342422
1784,0.9003687025945734
1785,0.86098875933994
1786,0.8556187670779445
1787,0.8708337451535983
1788,0.884258725808587
1789,0.8815737296775893
1790,0.9388536471388743
1791,0.9281136626148834
1792,0.9066336935669015
1793,0.9621236136075213
1794,0.9916585710484963
1795,1.1473883466463648
1796,1.175133306666675
1797,1.057888475613107
1798,1.0722084549784283
1799,1.2968531312719056
1800,1.686177570266577
1801,1.594887701812654
1802,1.2306232267072947
1803,1.2136182512109757
1804,1.297748129982238
1805,1.4570579004214368
1806,1.4015679803808168
1807,1.3899329971464933
1808,1.4642178901040972
1809,1.5957827005229863
1810,1.6145776734399706
1811,1.6405326360396155
1812,1.821322375526796
1813,1.8329573587611194
1814,1.646797627011943
1815,1.40962296877381
1816,1.5438727753236967
1817,1.5590877533993504
1818,1.5214978075653822
1819,1.4588478978421018
1820,1.3550280474435228
1821,1.2574731880172718
1822,1.1608133273013534
1823,1.200193270555987
1824,1.2503131983346114
1825,1.3174381016095549
1826,1.26015818414827
1827,1.202878266686985
1828,1.2145132499213085
1829,1.2404682125209534
1830,1.2010882692663198
1831,1.216303247341974
1832,1.17334330924601
1833,1.1250133788880508
1834,1.0972684188677408
1835,1.0587834743234399
1836,1.1617083260116865
1837,1.2037732653973177
1838,1.2529981944656094
1839,1.294168135140908
1840,1.281638153196252
1841,1.258368186727605
1842,1.1867682899009988
1843,1.091003427895413
1844,1.1268033763087162
1845,1.1303833711500464
1846,1.2646331776999333
1847,1.3550280474435237
1848,1.1599183285910215
1849,1.112483396943395
1850,1.0650484652957681
1851,1.0426734975374536
1852,1.056993476902775
1853,1.222568238314302
1854,1.3192280990302205
1855,1.3451830616298652
1856,1.3523430513125256
1857,1.3210180964508855
1858,1.1867682899009988
1859,1.1984032731353222
1860,1.292378137720243
1861,1.3075931157958967
1862,1.2995381274029034
1863,1.247628202203614
1864,1.2333082228382928
1865,1.2547881918862744
1866,1.334443077105874
1867,1.4051479752221476
1868,1.3630830358365165
1869,1.2735831648032587
1870,1.2789531570652541
1871,1.3147531054785573
1872,1.370243025519177
1873,1.3809830100431684
1874,1.318333100319888
1875,1.298643128692571
1876,1.3013281248235689
1877,1.3004331261132365
1878,1.2610531828586031
1879,1.2046682641076507
1880,1.2288332292866304
1881,1.2136182512109766
1882,1.2154082486316418
1883,1.2154082486316418
1884,1.173575592632227
1885,1.1328735489571211
1886,1.1226980380383444
1887,1.1000857915521745
1888,1.0978245669035576
1889,1.1068694654980256
1890,1.1113919147952596
1891,1.1204368133897276
1892,1.1249592626869616
1893,1.1034776285251
1894,1.074081708093079
1895,1.0593837478770685
1896,1.0571225232284513
1897,1.078604157390313
1898,1.0978245669035573
1899,1.0865184436604722
1900,1.130612324308504
1901,1.1272204873355784
1902,1.1272204873355784
1903,1.139657222902972
1904,1.1351347736057382
1905,1.1396572229029722
1906,1.1385266105786638
1907,1.1566164077675998
1908,1.1713143679836104
1909,1.1735755926322275
1910,1.1984490637670147
1911,1.20184090073994
1912,1.235759270469195
1913,1.2436735567393546
1914,1.2753307018199929
1915,1.434747039547492
1916,1.6944362537055884
1917,2.1214341896393965
1918,2.5881497113600638
1919,2.84955283220743
1920,3.288383968367374
1921,3.0055829470877797
1922,2.5848013344954905
1923,2.4297132544257614
1924,2.412705261644781
1925,2.419943377429715
1926,2.400583830410277
1927,2.34296981848043
1928,2.335940909024989
1929,2.314917440843764
1930,2.2500997525001387
1931,2.1533454631426325
1932,2.097358481100924
1933,2.0533139529978044
1934,2.0533139529978044
1935,2.067687150668789
1936,2.08216096072347
1937,2.1529544333880684
1938,2.1874017043222778
1939,2.2486489520433017
1940,2.6264219759865766
1941,2.9100755493931274
1942,3.116690913400039
1943,3.22265840445564
1944,3.309670181375942
1945,3.4023409464544683
1946,3.5078135157945565
1947,3.7533604619001757
1948,4.042369217466489
1949,4.1555555555555515
1950,4.318390804597697
1951,4.709195402298847
1952,5.210727969348656
1953,5.399616858237546
1954,5.5233716475095775
1955,5.803448275862067
1956,6.103065134099617
1957,6.337547892720306
1958,6.51992337164751
1959,6.559003831417623
1960,6.611111111111112
1961,6.826053639846743
1962,7.112643678160921
1963,7.262452107279695
1964,7.496934865900383
1965,7.816091954022989
1966,8.128735632183911
1967,8.311111111111114
1968,8.643295019157092
1969,9.092720306513412
1970,9.68544061302682
1971,10.597318007662833
1972,11.359386973180076
1973,12.421072796934865
1974,14.375095785440609
1975,17.6383141762452
1976,20.39999999999999
1977,23.448275862068964
1978,25.20038314176246
1979,28.066283524904208
1980,32.31954022988505
1981,36.136398467432954
1982,39.06743295019157
1983,40.99540229885058
1984,42.740996168582384
1985,44.8448275862069
1986,46.33639846743297
1987,47.821455938697326
1988,49.61915708812263
1989,52.21800766283525
1990,55.85900383141763
1991,60.06666666666667
1992,62.62643678160922
1993,64.1961685823755
1994,65.46628352490423
1995,67.20536398467432
1996,68.81850000000001
1997,70.07416666666667
1998,71.16550000000001
1999,72.11108333333334
2000,72.68541666666667
2001,73.582
2002,74.50833333333333
2003,75.52283333333334
2004,76.53750000000001
2005,78.11183333333332
2006,79.93083333333334
2007,81.7875
2008,84.73341666666667
2009,86.56816666666667
2010,89.42333333333335
2011,93.41491666666667
2012,96.05691666666664
2013,98.52058333333335
2014,99.96
2015,100.00008333333334
2016,100.65975
